ID,Age,Year_Birth,Education,Marital_Status,Income,TotalChildren,Dt_Customer,Recency,TotalSpent,TotalAcceptedCmp,Response,Complain,Country,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
3896,41,1984,Graduation,Married,27255.0,1,2013-11-07,3,37,0,0,0,SP,22,1,11,0,1,2,0,0,0,0,0,1,1,0,3,7
9970,48,1977,Graduation,Together,55375.0,1,2013-10-17,3,162,0,0,0,CA,42,11,57,10,28,14,0,0,0,0,0,1,1,1,6,2
4002,65,1960,PhD,Married,77037.0,1,2013-10-13,3,1123,0,0,0,SP,463,96,333,168,53,10,0,0,0,0,0,1,7,7,12,3
10914,55,1970,Graduation,Single,24163.0,2,2013-10-12,3,17,0,0,0,SP,4,1,7,2,1,2,0,0,0,0,0,2,1,0,3,4
7279,56,1969,PhD,Together,69476.0,0,2013-09-30,3,1044,0,0,0,US,260,86,559,63,9,67,0,0,0,0,0,1,4,6,4,2
10582,46,1979,Graduation,Married,72063.0,1,2013-07-03,3,758,0,0,0,GER,180,32,348,76,32,90,0,0,0,0,0,2,5,2,12,2
4470,63,1962,Master,Married,58646.0,1,2013-06-10,3,140,0,0,0,SP,62,1,44,6,5,22,0,0,0,0,0,1,2,1,4,4
6183,63,1962,Master,Married,58646.0,1,2013-06-10,3,140,0,0,0,GER,62,1,44,6,5,22,0,0,0,0,0,1,2,1,4,4
6379,76,1949,Master,Widow,47570.0,2,2013-05-29,3,121,0,1,0,US,67,1,20,0,2,31,0,0,0,0,0,3,2,2,2,7
8601,45,1980,Graduation,Married,80011.0,1,2013-04-29,3,1395,0,0,0,AUS,421,76,536,82,178,102,0,0,0,0,0,2,8,6,5,4
4827,69,1956,PhD,Single,54998.0,1,2013-03-10,3,455,0,1,0,SP,154,22,202,39,30,8,0,0,0,0,0,5,4,2,9,4
6715,77,1948,PhD,Single,60200.0,1,2013-01-02,3,685,0,0,0,SP,502,19,132,0,6,26,0,0,0,0,0,6,6,2,11,6
10676,43,1982,Graduation,Married,63211.0,0,2012-11-02,3,1173,0,1,0,SP,145,193,459,205,26,145,0,0,0,0,0,2,3,8,7,2
1041,52,1973,PhD,Single,48432.0,1,2012-10-18,3,424,0,1,0,SA,322,3,50,4,3,42,0,0,0,0,0,5,7,1,6,8
492,52,1973,PhD,YOLO,48432.0,1,2012-10-18,3,424,0,0,0,CA,322,3,50,4,3,42,0,0,0,0,0,5,7,1,6,8
11133,52,1973,PhD,YOLO,48432.0,1,2012-10-18,3,424,0,1,0,IND,322,3,50,4,3,42,0,0,0,0,0,5,7,1,6,8
4491,76,1949,Master,Married,62845.0,2,2012-10-01,3,1178,1,0,0,SP,1099,0,45,0,0,34,0,0,0,1,0,11,3,4,10,8
873,76,1949,Master,Married,62845.0,2,2012-10-01,3,1178,1,1,0,SP,1099,0,45,0,0,34,0,0,0,1,0,11,3,4,10,8
1631,60,1965,PhD,Together,65220.0,0,2012-09-03,3,1282,0,1,0,GER,890,63,292,0,25,12,0,0,0,0,0,4,8,4,7,6
8278,35,1990,PhD,Married,74214.0,0,2012-08-26,3,1711,0,0,0,SP,863,83,547,86,99,33,0,0,0,0,0,1,8,2,5,5
6815,45,1980,2n Cycle,Married,96547.0,0,2014-05-23,4,809,3,1,0,SP,448,21,125,52,101,62,1,0,1,0,1,0,7,6,8,2
254,70,1955,Graduation,Together,53863.0,1,2014-05-17,4,473,1,0,0,SP,399,4,30,6,4,30,0,0,0,1,0,3,7,1,7,7
1349,55,1970,Graduation,Married,50447.0,2,2014-04-21,4,148,0,0,0,IND,85,7,24,2,3,27,0,0,0,0,0,1,3,1,3,6
2534,72,1953,Graduation,Married,37716.0,1,2014-04-21,4,188,0,0,0,AUS,97,1,41,6,2,41,0,0,0,0,0,2,4,1,3,7
2130,43,1982,Graduation,Together,45203.0,2,2014-03-23,4,147,0,1,0,SA,35,3,67,10,8,24,0,0,0,0,0,1,3,1,3,6
2296,50,1975,Master,Married,37368.0,1,2013-12-16,4,30,1,0,0,SP,3,2,11,2,2,10,0,0,1,0,0,1,1,0,2,6
3799,70,1955,Graduation,Married,67225.0,1,2013-11-26,4,868,0,0,0,US,315,35,322,46,7,143,0,0,0,0,0,3,7,2,11,5
11084,49,1976,Master,Together,65104.0,1,2013-11-14,4,1053,0,1,0,CA,738,0,232,13,20,50,0,0,0,0,0,2,3,5,7,7
5172,49,1976,Master,Together,65104.0,1,2013-11-14,4,1053,0,0,0,SP,738,0,232,13,20,50,0,0,0,0,0,2,3,5,7,7
9504,76,1949,Master,Married,81698.0,0,2013-11-06,4,1008,0,1,0,SP,179,28,520,111,123,47,0,0,0,0,0,1,3,8,13,1
850,57,1968,Graduation,Single,70566.0,1,2013-10-06,4,757,0,0,0,SP,381,28,215,84,28,21,0,0,0,0,0,2,6,5,9,3
4477,67,1958,Graduation,Together,69096.0,1,2013-09-27,4,653,0,0,0,GER,247,49,159,7,82,109,0,0,0,0,0,1,5,2,10,4
1945,63,1962,Graduation,Married,71434.0,1,2013-09-18,4,1400,2,0,0,SP,711,36,217,172,96,168,1,0,0,1,0,3,7,4,7,4
7685,47,1978,Graduation,Married,33039.0,1,2013-09-09,4,78,0,0,0,SP,30,8,12,8,8,12,0,0,0,0,0,1,2,0,4,5
6310,47,1978,Graduation,Married,33039.0,1,2013-09-09,4,78,0,0,0,CA,30,8,12,8,8,12,0,0,0,0,0,1,2,0,4,5
10832,67,1958,Graduation,Together,46610.0,0,2013-07-18,4,467,0,0,0,SP,288,10,30,4,10,125,0,0,0,0,0,1,6,1,6,6
3025,67,1958,Graduation,Single,49967.0,1,2013-07-08,4,306,0,0,0,CA,212,6,69,4,12,3,0,0,0,0,0,3,6,1,5,7
2404,49,1976,Graduation,Married,53359.0,2,2013-05-27,4,257,0,0,0,US,173,4,30,3,6,41,0,0,0,0,0,4,5,1,4,7
8581,54,1971,Master,Married,49505.0,2,2013-03-05,4,751,0,0,0,SP,604,0,100,19,0,28,0,0,0,0,0,9,10,2,8,8
8755,79,1946,Master,Married,68657.0,0,2013-02-20,4,1196,0,0,0,AUS,482,34,471,119,68,22,0,0,0,0,0,1,3,5,9,7
10177,71,1954,Graduation,Divorced,72071.0,1,2013-02-14,4,1338,0,0,0,SP,531,69,300,150,138,150,0,0,0,0,0,3,5,4,8,2
2429,71,1954,Graduation,Divorced,72071.0,1,2013-02-14,4,1338,0,0,0,CA,531,69,300,150,138,150,0,0,0,0,0,3,5,4,8,2
8920,58,1967,Master,Single,59235.0,1,2013-01-12,4,1128,0,0,0,IND,448,40,469,80,0,91,0,0,0,0,0,3,11,2,12,7
8430,68,1957,Graduation,Together,21994.0,1,2012-12-24,4,22,0,0,0,AUS,9,0,6,3,1,3,0,0,0,0,0,1,0,0,3,5
8619,68,1957,Graduation,Together,21994.0,1,2012-12-24,4,22,0,0,0,SP,9,0,6,3,1,3,0,0,0,0,0,1,0,0,3,5
8996,68,1957,PhD,Married,,3,2012-11-19,4,603,0,0,0,GER,230,42,192,49,37,53,0,0,0,0,0,12,7,2,8,9
7233,53,1972,Graduation,Married,69209.0,0,2012-09-17,4,1782,1,0,0,CA,496,32,849,229,48,128,1,0,0,0,0,2,5,3,6,4
6678,36,1989,Graduation,Together,31928.0,1,2014-03-28,5,72,0,0,0,IND,33,4,24,4,2,5,0,0,0,0,0,2,3,0,4,7
830,38,1987,PhD,Single,74004.0,0,2014-02-24,5,1658,2,1,0,IND,784,48,560,42,176,48,1,0,0,0,1,1,4,6,4,3
6365,38,1987,2n Cycle,Married,30390.0,0,2013-09-02,5,80,0,0,0,IND,10,12,12,25,1,20,0,0,0,0,0,1,2,0,3,6
6770,40,1985,Graduation,Married,21355.0,1,2013-08-20,5,68,1,1,0,US,5,13,14,0,5,31,0,0,1,0,0,2,2,1,2,6
2261,56,1969,Graduation,Married,26304.0,1,2013-06-23,5,16,0,0,0,GER,4,1,5,2,0,4,0,0,0,0,0,1,1,0,2,7
1031,36,1989,2n Cycle,Married,85710.0,0,2013-05-05,5,1062,1,0,0,IND,600,20,350,29,30,33,0,0,0,0,1,1,6,9,10,2
10089,51,1974,Graduation,Divorced,102692.0,0,2013-04-05,5,1112,4,1,0,SA,168,148,444,32,172,148,1,1,0,1,1,1,6,9,13,2
9256,54,1971,Graduation,Single,58350.0,1,2013-01-04,5,1001,0,0,0,SP,493,26,206,116,80,80,0,0,0,0,0,4,8,3,12,6
10641,47,1978,Graduation,Single,7500.0,2,2012-12-27,5,57,0,0,0,SP,6,5,4,13,4,25,0,0,0,0,0,4,2,1,3,6
624,41,1984,Master,Single,18890.0,0,2012-11-10,5,35,1,1,0,SA,6,4,1,7,2,15,0,0,1,0,0,1,0,1,2,6
4211,39,1986,Basic,Married,20425.0,1,2012-10-29,5,57,0,0,0,CA,4,12,5,3,16,17,0,0,0,0,0,2,2,0,3,7
1407,39,1986,Basic,Married,20425.0,1,2012-10-29,5,57,0,0,0,GER,4,12,5,3,16,17,0,0,0,0,0,2,2,0,3,7
10356,68,1957,PhD,Divorced,41437.0,2,2012-09-22,5,32,0,0,0,SP,29,0,2,0,0,1,0,0,0,0,0,1,1,0,3,7
9323,76,1949,Master,Together,49912.0,1,2012-09-07,5,874,1,1,0,ME,520,8,223,32,49,42,0,0,1,0,0,4,10,5,7,8
1146,76,1949,Master,Together,49912.0,1,2012-09-07,5,874,1,1,0,AUS,520,8,223,32,49,42,0,0,1,0,0,4,10,5,7,8
6343,66,1959,Graduation,Married,79823.0,1,2014-03-31,6,1518,1,0,0,AUS,835,73,380,114,73,43,0,0,0,1,0,1,6,9,7,2
8545,71,1954,Graduation,Divorced,85683.0,0,2014-03-21,6,1789,4,1,0,SP,1296,17,311,45,69,51,1,1,0,1,1,1,2,4,10,1
8275,60,1965,PhD,Divorced,47025.0,2,2014-02-09,6,20,0,0,0,SP,16,0,3,0,0,1,0,0,0,0,0,1,1,0,2,7
10673,49,1976,PhD,Married,68397.0,1,2013-11-17,6,1416,0,0,0,SA,760,80,466,17,13,80,0,0,0,0,0,1,6,9,5,3
8799,41,1984,PhD,Married,38175.0,1,2013-09-23,6,153,0,0,0,SP,70,6,69,2,3,3,0,0,0,0,0,3,3,1,4,7
67,53,1972,Master,Single,46423.0,2,2013-09-18,6,92,0,0,0,SP,68,0,16,0,0,8,0,0,0,0,0,3,2,0,4,7
9923,53,1972,Master,Single,46423.0,2,2013-09-18,6,92,0,0,0,SP,68,0,16,0,0,8,0,0,0,0,0,3,2,0,4,7
2814,49,1976,Master,Together,30560.0,1,2013-06-27,6,31,0,0,0,SA,9,1,5,4,5,7,0,0,0,0,0,1,1,0,3,7
2711,49,1976,Master,Together,30560.0,1,2013-06-27,6,31,0,0,0,CA,9,1,5,4,5,7,0,0,0,0,0,1,1,0,3,7
4320,46,1979,Graduation,Single,60152.0,1,2013-03-28,6,943,0,0,0,SP,325,83,300,86,58,91,0,0,0,0,0,1,6,4,12,3
10451,60,1965,Graduation,Together,29672.0,2,2013-03-12,6,25,0,0,0,SA,9,1,3,0,4,8,0,0,0,0,0,1,0,0,3,6
4198,60,1965,Graduation,Together,29672.0,2,2013-03-12,6,25,0,0,0,SP,9,1,3,0,4,8,0,0,0,0,0,1,0,0,3,6
10814,78,1947,Graduation,Together,70321.0,0,2013-01-16,6,1376,0,1,0,SP,303,23,751,82,26,191,0,0,0,0,0,1,6,5,13,4
944,63,1962,Graduation,Married,56181.0,1,2013-01-08,6,393,0,0,0,SP,121,103,69,8,44,48,0,0,0,0,0,1,4,2,7,4
8151,35,1990,Basic,Married,24279.0,0,2012-12-29,6,263,0,0,0,SP,16,36,21,20,62,108,0,0,0,0,0,1,4,1,3,8
6184,56,1969,PhD,Married,68462.0,0,2012-12-12,6,1670,0,0,0,SP,561,64,785,84,128,48,0,0,0,0,0,1,3,3,8,1
3498,49,1976,PhD,Married,55424.0,1,2012-11-25,6,877,1,1,0,SP,462,61,184,10,53,107,0,0,1,0,0,4,7,5,9,6
2870,52,1973,Graduation,Married,49094.0,1,2012-09-21,6,502,0,0,0,SP,376,0,38,11,8,69,0,0,0,0,0,5,6,3,6,6
7342,64,1961,2n Cycle,Widow,59184.0,1,2012-09-09,6,1072,0,0,0,SP,341,142,113,259,151,66,0,0,0,0,0,3,6,6,12,5
1911,38,1987,Graduation,Together,67430.0,0,2012-09-05,6,1364,0,0,0,GER,595,97,291,127,133,121,0,0,0,0,0,1,11,5,12,6
10862,65,1960,Master,Married,30522.0,1,2012-08-17,6,326,0,0,0,SP,179,8,83,19,11,26,0,0,0,0,0,5,1,2,9,2
2546,48,1977,2n Cycle,Single,31878.0,1,2014-06-22,7,70,0,0,0,SP,23,4,5,10,5,23,0,0,0,0,0,1,1,0,4,3
3005,33,1992,Graduation,Single,83528.0,0,2014-05-01,7,1650,2,1,0,SP,530,117,678,134,44,147,1,0,1,0,0,1,4,10,8,1
8318,46,1979,Graduation,Together,90300.0,0,2014-01-03,7,1738,1,0,0,SP,594,134,786,33,134,57,0,0,0,0,1,0,5,6,8,1
2930,47,1978,Master,Single,68092.0,0,2013-12-16,7,1281,0,0,0,SA,852,60,207,78,36,48,0,0,0,0,0,2,2,6,10,5
8216,53,1972,Master,Married,53761.0,2,2013-10-11,7,325,0,0,0,AUS,158,0,76,13,7,71,0,0,0,0,0,6,4,4,3,5
1212,52,1973,Graduation,Married,52845.0,1,2013-08-13,7,936,1,0,0,SP,384,25,292,130,41,64,0,0,1,0,0,3,8,8,6,6
2541,49,1976,Graduation,Married,24027.0,1,2013-06-09,7,48,0,0,0,SP,14,7,11,11,0,5,0,0,0,0,0,2,2,0,3,8
10659,46,1979,2n Cycle,Together,7500.0,1,2013-05-07,7,53,0,0,0,IND,2,8,11,3,8,21,0,0,0,0,0,4,3,2,2,7
